Bin Id	Marker lineage	# genomes	# markers	# marker sets	Completeness	Contamination	Strain heterogeneity	Genome size (bp)	# ambiguous bases	# scaffolds	# contigs	N50 (scaffolds)	N50 (contigs)	Mean scaffold length (bp)	Mean contig length (bp)	Longest scaffold (bp)	Longest contig (bp)	GC	GC std (scaffolds > 1kbp)	Coding density	Translation table	# predicted genes	0	1	2	3	4	5+
MES_2_B_cluster_DBSCAN_round303_20	o__Actinomycetales (UID1572)	580	286	171	98.83	0.29	0.00	4404971	0	20	20	414709	414709	220248	220248	545797	545797	72.2	10.74	91.27	11	3931	2	283	1	0	0	0
MES_2_B_cluster_DBSCAN_round3_11	o__Actinomycetales (UID1572)	580	287	173	98.84	1.73	0.00	3490138	0	83	83	80929	80929	42049	42049	199957	199957	59.5	1.24	87.94	11	3086	2	282	3	0	0	0
MES_2_B_cluster_DBSCAN_round3_13	k__Bacteria (UID203)	5449	104	58	74.14	1.72	0.00	4852785	0	218	218	37438	37438	22260	22260	145610	145610	53.7	1.77	87.45	11	4770	53	49	2	0	0	0
MES_2_B_cluster_DBSCAN_round3_14	f__Micrococcaceae (UID1623)	39	457	218	88.59	6.84	86.21	3866141	0	313	313	18092	18092	12351	12351	134715	134715	66.1	1.72	90.42	11	3709	36	392	29	0	0	0
MES_2_B_cluster_DBSCAN_round3_18	k__Bacteria (UID203)	5449	103	57	50.88	4.39	33.33	1941474	0	304	304	6872	6872	6386	6386	41581	41581	68.4	1.89	92.21	11	1975	69	31	3	0	0	0
MES_2_B_cluster_DBSCAN_round3_39	c__Alphaproteobacteria (UID3305)	564	349	230	4.04	0.00	0.00	37113	0	6	6	7932	7932	6185	6185	12440	12440	54.5	0.90	90.25	11	43	305	44	0	0	0	0
MES_2_B_cluster_DBSCAN_round3_4	o__Lactobacillales (UID544)	293	475	267	68.36	4.34	18.75	2984959	0	17	17	281089	281089	175585	175585	536640	536640	42.6	1.01	87.42	11	2859	145	316	13	1	0	0
MES_2_B_cluster_DBSCAN_round3_7	o__Actinomycetales (UID1572)	580	286	171	94.74	0.63	66.67	2803042	0	35	35	152617	152617	80086	80086	440530	440530	68.5	1.11	92.32	11	2627	18	265	3	0	0	0
MES_2_B_cluster_DBSCAN_round3_8	p__Bacteroidetes (UID2605)	350	316	210	95.40	0.48	0.00	4093348	0	40	40	179560	179560	102333	102333	364896	364896	37.0	1.78	88.95	11	3529	18	297	1	0	0	0
MES_2_B_cluster_DBSCAN_round44_0	k__Bacteria (UID203)	5449	104	58	44.83	0.00	0.00	3672072	0	61	61	123396	123396	60197	60197	673108	673108	75.8	1.99	90.91	11	3305	75	29	0	0	0	0
MES_2_B_cluster_DBSCAN_round45_3	k__Bacteria (UID203)	5449	104	58	21.16	0.00	0.00	653200	0	3	3	231783	231783	217733	217733	242360	242360	76.0	0.48	91.98	11	598	83	21	0	0	0	0
MES_2_B_cluster_DBSCAN_round4_0	p__Bacteroidetes (UID2605)	350	316	210	99.44	20.24	11.11	12377838	0	395	395	356795	356795	31336	31336	1878060	1878060	52.9	17.50	90.07	11	10908	16	257	33	10	0	0
MES_2_B_cluster_DBSCAN_round4_1	c__Betaproteobacteria (UID3959)	235	419	211	100.00	1.00	33.33	4278693	0	18	18	660619	660619	237705	237705	879562	879562	56.7	1.53	89.71	11	3872	0	413	6	0	0	0
MES_2_B_cluster_DBSCAN_round4_14	p__Bacteroidetes (UID2605)	350	316	210	92.58	0.95	50.00	3448875	0	245	245	19806	19806	14077	14077	67120	67120	42.6	1.54	90.40	11	3122	25	289	2	0	0	0
MES_2_B_cluster_DBSCAN_round4_9	c__Betaproteobacteria (UID3959)	235	419	211	83.94	1.27	12.50	3986864	0	352	352	13848	13848	11326	11326	107988	107988	60.2	3.58	90.38	11	3971	93	318	8	0	0	0
MES_2_B_cluster_DBSCAN_round5_6	o__Actinomycetales (UID1809)	267	400	222	78.58	0.56	0.00	2962833	0	37	37	113728	113728	80076	80076	252437	252437	67.6	0.61	91.01	11	2681	105	293	2	0	0	0
MES_2_B_cluster_DBSCAN_round6_10	k__Bacteria (UID203)	5449	102	57	45.61	0.00	0.00	1228866	0	9	9	145456	145456	136540	136540	257500	257500	69.9	0.22	92.04	11	1127	72	30	0	0	0	0
MES_2_B_cluster_DBSCAN_round6_4	k__Bacteria (UID203)	5449	104	58	52.30	0.00	0.00	2507235	0	23	23	226400	226400	109010	109010	485718	485718	39.7	0.41	87.23	11	2421	69	35	0	0	0	0
MES_2_B_cluster_DBSCAN_round6_6	k__Bacteria (UID1453)	901	171	117	56.55	2.14	0.00	862862	0	8	8	247057	247057	107857	107857	355312	355312	48.7	0.65	92.09	11	867	58	110	3	0	0	0
MES_2_B_cluster_DBSCAN_round6_8	k__Bacteria (UID203)	5449	104	58	46.55	0.00	0.00	1567637	0	14	14	200309	200309	111974	111974	271226	271226	38.7	0.30	87.52	11	1559	72	32	0	0	0	0
MES_2_B_cluster_DBSCAN_round6_98	k__Bacteria (UID1452)	924	161	108	41.41	0.93	0.00	399134	0	25	25	18416	18416	15965	15965	37811	37811	48.3	0.68	92.73	11	426	101	59	1	0	0	0
MES_2_B_cluster_DBSCAN_round7_19	k__Bacteria (UID1453)	901	171	117	11.29	0.00	0.00	99586	0	12	12	9143	9143	8298	8298	19960	19960	48.6	0.82	92.63	11	118	132	39	0	0	0	0
MES_2_B_cluster_DBSCAN_round7_3	o__Actinomycetales (UID1809)	267	400	222	48.40	6.19	33.33	2390258	0	93	93	48463	48463	25701	25701	303754	303754	68.5	1.75	89.20	11	2336	203	173	24	0	0	0
MES_2_B_cluster_DBSCAN_round8_46	o__Lactobacillales (UID544)	293	475	267	2.89	0.00	0.00	50425	0	3	3	27007	27007	16808	16808	27007	27007	40.7	0.50	87.40	11	51	435	40	0	0	0	0
MES_2_C_cluster_DBSCAN_round142_0	o__Actinomycetales (UID1572)	580	286	171	86.11	7.41	93.33	5605505	0	35	35	340488	340488	160157	160157	503702	503702	72.9	0.79	91.54	11	4965	48	223	15	0	0	0
MES_2_C_cluster_DBSCAN_round160_0	k__Bacteria (UID203)	5449	104	58	44.83	3.45	100.00	3194151	0	24	24	158149	158149	133089	133089	227974	227974	75.7	0.53	91.45	11	2955	74	28	2	0	0	0
MES_2_C_cluster_DBSCAN_round161_0	k__Bacteria (UID203)	5449	104	58	40.99	4.31	100.00	2424156	0	75	75	41076	41076	32322	32322	208855	208855	75.2	1.24	91.36	11	2242	72	28	4	0	0	0
MES_2_C_cluster_DBSCAN_round1_10	f__Moraxellaceae (UID4680)	86	689	365	98.94	1.36	0.00	4430271	0	53	53	157080	157080	83590	83590	294146	294146	37.8	1.56	84.93	11	4083	43	638	8	0	0	0
MES_2_C_cluster_DBSCAN_round1_2	c__Alphaproteobacteria (UID3422)	26	529	308	100.00	0.32	0.00	3250837	0	10	10	457520	457520	325083	325083	911800	911800	67.6	0.76	90.63	11	3083	0	528	1	0	0	0
MES_2_C_cluster_DBSCAN_round1_4	f__Enterobacteriaceae (UID5124)	134	1173	336	99.30	4.23	4.35	4859557	0	72	72	247813	247813	67493	67493	753192	753192	55.3	5.54	89.75	11	4559	7	1120	46	0	0	0
MES_2_C_cluster_DBSCAN_round1_5	o__Burkholderiales (UID4000)	193	427	214	99.53	4.21	100.00	6384180	0	49	49	221817	221817	130289	130289	646787	646787	67.5	1.04	90.98	11	5843	1	414	12	0	0	0
MES_2_C_cluster_DBSCAN_round1_7	c__Alphaproteobacteria (UID3305)	564	349	230	97.61	1.07	0.00	4080551	0	61	61	112744	112744	66894	66894	501448	501448	50.7	1.72	86.60	11	3664	35	310	4	0	0	0
MES_2_C_cluster_DBSCAN_round1_9	o__Actinomycetales (UID1572)	580	286	171	98.64	0.00	0.00	2918157	0	32	32	126583	126583	91192	91192	346339	346339	68.5	1.13	92.25	11	2741	5	281	0	0	0	0
MES_2_C_cluster_DBSCAN_round25_2	o__Actinomycetales (UID1572)	580	288	173	6.27	0.29	0.00	236958	0	13	13	120357	120357	18227	18227	120357	120357	70.5	2.11	91.08	11	266	245	42	1	0	0	0
MES_2_C_cluster_DBSCAN_round2_3	f__Flavobacteriaceae (UID2817)	81	511	283	99.29	0.71	0.00	3069564	0	41	41	150257	150257	74867	74867	843470	843470	34.8	2.39	89.67	11	2850	2	506	3	0	0	0
MES_2_C_cluster_DBSCAN_round331_134	k__Bacteria (UID203)	5449	104	58	44.83	1.72	0.00	1638862	0	292	292	5737	5737	5612	5612	14080	14080	57.8	1.49	88.89	11	1701	75	28	1	0	0	0
MES_2_C_cluster_DBSCAN_round3_1	o__Actinomycetales (UID1572)	580	286	171	98.25	2.05	0.00	4182818	0	9	9	732235	732235	464757	464757	1064495	1064495	68.9	0.68	91.42	11	3755	5	277	4	0	0	0
MES_2_C_cluster_DBSCAN_round3_10	c__Bacilli (UID285)	586	325	181	50.00	0.55	0.00	1783374	0	296	296	5708	5708	6024	6024	55703	55703	32.8	1.71	87.99	11	1974	157	166	2	0	0	0
MES_2_C_cluster_DBSCAN_round3_3	o__Lactobacillales (UID375)	177	350	163	98.77	0.00	0.00	1745412	0	12	12	446877	446877	145451	145451	550297	550297	36.4	0.84	88.51	11	1642	2	348	0	0	0	0
MES_2_C_cluster_DBSCAN_round3_8	c__Bacilli (UID284)	725	279	151	98.26	0.00	0.00	3195883	0	46	46	106540	106540	69475	69475	287189	287189	35.6	1.63	89.23	11	3131	7	272	0	0	0	0
MES_2_C_cluster_DBSCAN_round46_0	k__Bacteria (UID203)	5449	104	58	62.64	0.00	0.00	4260710	0	45	45	195238	195238	94682	94682	372800	372800	75.8	0.79	90.91	11	3818	63	41	0	0	0	0
MES_2_C_cluster_DBSCAN_round4_1	c__Betaproteobacteria (UID3959)	235	419	211	100.00	0.05	0.00	4215062	0	11	11	751644	751644	383187	383187	878434	878434	56.7	1.58	89.74	11	3808	0	417	2	0	0	0
MES_2_C_cluster_DBSCAN_round4_6	p__Bacteroidetes (UID2605)	350	316	210	94.60	0.48	0.00	3996670	0	42	42	172448	172448	95158	95158	323758	323758	36.9	1.45	89.23	11	3450	14	301	1	0	0	0
MES_2_C_cluster_DBSCAN_round4_7	p__Actinobacteria (UID1454)	732	206	120	92.50	5.28	0.00	3189249	0	22	22	167171	167171	144965	144965	271672	271672	72.2	0.69	91.19	11	2873	11	186	9	0	0	0
MES_2_C_cluster_DBSCAN_round5_11	f__Micrococcaceae (UID1623)	39	457	218	89.32	6.27	92.59	3881523	0	343	343	16594	16594	11316	11316	111921	111921	66.2	1.84	90.55	11	3733	34	396	27	0	0	0
MES_2_C_cluster_DBSCAN_round5_28	c__Alphaproteobacteria (UID3305)	564	349	230	2.41	0.00	0.00	23682	0	2	2	17131	17131	11841	11841	17131	17131	51.0	0.95	88.39	11	29	313	36	0	0	0	0
MES_2_C_cluster_DBSCAN_round5_8	o__Actinomycetales (UID1572)	580	287	173	99.25	1.73	0.00	3513123	0	89	89	67978	67978	39473	39473	224395	224395	59.5	1.16	87.92	11	3105	4	280	3	0	0	0
MES_2_C_cluster_DBSCAN_round6_1	o__Lactobacillales (UID544)	293	475	267	60.55	2.47	0.00	2804578	0	14	14	281089	281089	200327	200327	536640	536640	42.6	0.69	87.45	11	2698	188	278	8	1	0	0
MES_2_C_cluster_DBSCAN_round6_11	o__Actinomycetales (UID1809)	267	400	222	85.15	1.24	50.00	3211011	0	49	49	80511	80511	65530	65530	182876	182876	67.5	0.76	90.93	11	2968	68	328	4	0	0	0
MES_2_C_cluster_DBSCAN_round6_12	o__Lactobacillales (UID544)	293	475	267	10.86	0.00	0.00	262470	0	4	4	140531	140531	65617	65617	140531	140531	41.3	0.66	87.46	11	271	404	71	0	0	0	0
MES_2_C_cluster_DBSCAN_round6_26	c__Betaproteobacteria (UID3959)	235	419	211	89.80	1.63	14.29	3809943	0	418	418	11292	11292	9114	9114	36867	36867	60.4	2.93	90.74	11	3836	65	347	7	0	0	0
MES_2_C_cluster_DBSCAN_round6_3	o__Lactobacillales (UID544)	293	473	265	99.25	1.51	100.00	3612939	0	42	42	220438	220438	86022	86022	496492	496492	42.7	1.67	88.52	11	3335	2	467	4	0	0	0
MES_2_C_cluster_DBSCAN_round6_5	p__Bacteroidetes (UID2605)	350	316	210	36.19	0.71	0.00	1644858	0	28	28	382750	382750	58744	58744	464087	464087	39.2	2.11	89.01	11	1420	162	151	3	0	0	0
MES_2_C_cluster_DBSCAN_round6_7	o__Actinomycetales (UID1809)	267	400	222	97.30	1.50	57.14	2877946	0	49	49	90402	90402	58733	58733	377481	377481	69.8	0.85	90.84	11	2606	10	385	4	1	0	0
MES_2_C_cluster_DBSCAN_round7_0	k__Bacteria (UID203)	5449	104	58	56.90	1.72	0.00	6462516	0	172	172	634539	634539	37572	37572	1878060	1878060	45.1	18.22	89.59	11	5821	67	36	1	0	0	0
MES_2_C_cluster_DBSCAN_round7_2	o__Lactobacillales (UID544)	293	475	267	56.18	0.75	0.00	1481988	0	13	13	270977	270977	113999	113999	485718	485718	40.0	0.32	87.89	11	1443	205	266	4	0	0	0
MES_2_C_cluster_DBSCAN_round7_6	k__Bacteria (UID203)	5449	104	58	63.79	0.00	0.00	3044520	0	35	35	164542	164542	86986	86986	271507	271507	38.9	0.54	87.16	11	2990	59	45	0	0	0	0
MES_2_C_cluster_DBSCAN_round8_4	p__Bacteroidetes (UID2605)	350	316	210	79.49	6.59	25.00	3325503	0	480	480	7511	7511	6928	6928	81442	81442	43.0	1.92	89.50	11	3155	82	218	16	0	0	0
MES_2_C_cluster_DBSCAN_round9_71	k__Bacteria (UID203)	5449	104	58	21.03	1.72	0.00	640277	0	129	129	5258	5258	4963	4963	9854	9854	74.9	1.68	89.62	11	685	86	16	2	0	0	0
MES_2_D_cluster_DBSCAN_round10_0	k__Bacteria (UID203)	5449	104	58	37.93	0.00	0.00	3556653	0	14	14	313036	313036	254046	254046	476523	476523	76.0	0.63	91.03	11	3218	79	25	0	0	0	0
MES_2_D_cluster_DBSCAN_round148_11	k__Bacteria (UID203)	5449	104	58	48.23	3.45	50.00	1470846	0	156	156	10888	10888	9428	9428	35433	35433	73.7	1.57	90.96	11	1372	70	32	2	0	0	0
MES_2_D_cluster_DBSCAN_round1_2	f__Enterobacteriaceae (UID5124)	134	1173	336	99.30	19.71	8.74	5686991	0	269	269	226932	226932	21141	21141	660045	660045	56.2	5.40	89.67	11	5479	7	962	203	1	0	0
MES_2_D_cluster_DBSCAN_round1_3	o__Actinomycetales (UID1572)	580	286	171	98.05	0.00	0.00	2903615	0	26	26	152622	152622	111677	111677	279594	279594	68.5	0.91	92.25	11	2732	8	278	0	0	0	0
MES_2_D_cluster_DBSCAN_round2_0	c__Alphaproteobacteria (UID3305)	564	349	230	96.07	45.16	10.85	11165156	0	721	721	37073	37073	15485	15485	1689333	1689333	60.9	9.76	88.16	11	10697	17	243	58	20	8	3
MES_2_D_cluster_DBSCAN_round2_12	f__Moraxellaceae (UID4680)	86	689	365	99.04	1.29	0.00	4428022	0	52	52	134080	134080	85154	85154	358884	358884	37.8	1.33	84.98	11	4075	48	634	7	0	0	0
MES_2_D_cluster_DBSCAN_round2_15	o__Actinomycetales (UID1593)	69	400	198	21.41	0.63	0.00	1197390	0	235	235	4604	4604	5095	5095	55708	55708	68.1	1.98	91.15	11	1317	317	81	2	0	0	0
MES_2_D_cluster_DBSCAN_round2_18	o__Actinomycetales (UID1572)	580	287	173	87.53	3.24	0.00	3278967	0	358	358	11333	11333	9159	9159	42920	42920	59.6	1.77	88.00	11	3072	34	246	7	0	0	0
MES_2_D_cluster_DBSCAN_round2_3	c__Alphaproteobacteria (UID3422)	26	529	308	100.00	0.32	0.00	3255270	0	10	10	457520	457520	325527	325527	911800	911800	67.6	0.81	90.50	11	3083	0	528	1	0	0	0
MES_2_D_cluster_DBSCAN_round2_4	o__Actinomycetales (UID1572)	580	286	171	98.25	7.31	0.00	4700365	0	18	18	473536	473536	261131	261131	789186	789186	69.1	1.14	91.05	11	4291	5	267	14	0	0	0
MES_2_D_cluster_DBSCAN_round2_5	o__Burkholderiales (UID4000)	193	427	214	99.53	0.00	0.00	6293980	0	44	44	306442	306442	143045	143045	760463	760463	67.5	1.11	91.01	11	5763	1	426	0	0	0	0
MES_2_D_cluster_DBSCAN_round322_0	k__Bacteria (UID1453)	901	171	117	64.25	0.00	0.00	843032	0	2	2	436254	436254	421516	421516	436254	436254	48.6	0.30	92.26	11	840	48	123	0	0	0	0
MES_2_D_cluster_DBSCAN_round322_1	k__Bacteria (UID2495)	2993	143	89	75.88	0.00	0.00	759783	0	36	36	31634	31634	21105	21105	88151	88151	48.0	1.77	91.44	11	793	59	84	0	0	0	0
MES_2_D_cluster_DBSCAN_round3_6	f__Flavobacteriaceae (UID2817)	81	511	283	99.29	0.35	0.00	3072805	0	51	51	129472	129472	60251	60251	436345	436345	34.9	3.92	89.71	11	2859	2	508	1	0	0	0
MES_2_D_cluster_DBSCAN_round48_1	k__Bacteria (UID203)	5449	104	58	54.02	8.62	80.00	2754978	0	35	35	86067	86067	78713	78713	174187	174187	75.9	0.57	91.91	11	2487	69	30	5	0	0	0
MES_2_D_cluster_DBSCAN_round4_10	f__Micrococcaceae (UID1623)	39	457	218	90.42	8.22	93.75	4011141	0	355	355	16294	16294	11298	11298	109683	109683	66.2	1.93	90.37	11	3884	32	393	32	0	0	0
MES_2_D_cluster_DBSCAN_round5_0	p__Bacteroidetes (UID2605)	350	316	210	99.84	5.74	7.14	6825453	0	79	79	464087	464087	86398	86398	1310952	1310952	39.8	1.88	89.06	11	5879	1	301	14	0	0	0
MES_2_D_cluster_DBSCAN_round5_1	c__Betaproteobacteria (UID3959)	235	419	211	100.00	0.22	33.33	4203081	0	14	14	803984	803984	300220	300220	945170	945170	56.7	1.25	89.74	11	3801	0	413	6	0	0	0
MES_2_D_cluster_DBSCAN_round5_10	p__Actinobacteria (UID1454)	732	206	120	92.50	3.89	0.00	3028731	0	25	25	167215	167215	121149	121149	255865	255865	72.3	0.74	91.34	11	2775	10	189	7	0	0	0
MES_2_D_cluster_DBSCAN_round5_13	o__Lactobacillales (UID544)	293	473	265	93.65	2.45	87.50	3107037	0	160	160	30265	30265	19418	19418	157910	157910	43.2	1.58	88.90	11	2924	27	438	8	0	0	0
MES_2_D_cluster_DBSCAN_round5_14	c__Bacilli (UID285)	586	325	181	97.24	0.83	50.00	3501602	0	225	225	22193	22193	15562	15562	100726	100726	32.5	1.59	89.03	11	3596	7	316	2	0	0	0
MES_2_D_cluster_DBSCAN_round5_15	k__Bacteria (UID203)	5449	104	58	44.83	0.00	0.00	3509085	0	523	523	7441	7441	6709	6709	56807	56807	53.6	1.91	88.27	11	3711	74	30	0	0	0	0
MES_2_D_cluster_DBSCAN_round5_18	p__Bacteroidetes (UID2605)	350	316	210	59.40	0.95	0.00	2039886	0	377	377	5681	5681	5410	5410	49315	49315	43.3	1.52	90.59	11	2001	132	182	2	0	0	0
MES_2_D_cluster_DBSCAN_round5_2	o__Lactobacillales (UID375)	177	350	163	98.77	4.45	100.00	1823747	0	14	14	443211	443211	130267	130267	570659	570659	36.5	0.87	88.40	11	1740	2	337	11	0	0	0
MES_2_D_cluster_DBSCAN_round5_3	o__Lactobacillales (UID544)	293	475	267	65.61	3.96	20.00	2839091	0	16	16	281089	281089	177443	177443	536640	536640	42.6	1.05	87.32	11	2718	165	297	12	1	0	0
MES_2_D_cluster_DBSCAN_round5_8	c__Bacilli (UID284)	725	279	151	98.30	0.00	0.00	3117100	0	35	35	106817	106817	89060	89060	341257	341257	35.7	1.12	89.40	11	3022	5	274	0	0	0	0
MES_2_D_cluster_DBSCAN_round5_9	p__Bacteroidetes (UID2605)	350	316	210	98.40	0.48	0.00	4180444	0	90	90	80034	80034	46449	46449	311722	311722	37.0	2.03	89.12	11	3643	5	310	1	0	0	0
MES_2_D_cluster_DBSCAN_round6_12	o__Lactobacillales (UID544)	293	475	267	6.74	0.00	0.00	124588	0	3	3	93683	93683	41529	41529	93683	93683	41.6	0.34	88.25	11	121	424	51	0	0	0	0
MES_2_D_cluster_DBSCAN_round6_13	o__Actinomycetales (UID1572)	580	288	173	11.95	0.00	0.00	436627	0	8	8	67680	67680	54578	54578	85089	85089	74.1	0.93	91.00	11	420	237	51	0	0	0	0
MES_2_D_cluster_DBSCAN_round6_4	o__Actinomycetales (UID1572)	580	286	171	71.93	0.00	0.00	3643377	0	21	21	253381	253381	173494	173494	379579	379579	72.6	0.59	91.70	11	3253	69	217	0	0	0	0
MES_2_D_cluster_DBSCAN_round6_6	o__Actinomycetales (UID1809)	267	400	222	85.56	2.52	44.44	3118787	0	51	51	80512	80512	61152	61152	238047	238047	67.6	0.69	91.25	11	2841	74	317	9	0	0	0
MES_2_D_cluster_DBSCAN_round6_7	o__Actinomycetales (UID1809)	267	400	222	92.79	3.30	33.33	2926249	0	61	61	70794	70794	47971	47971	211449	211449	69.7	1.12	90.55	11	2662	29	362	9	0	0	0
MES_2_D_cluster_DBSCAN_round7_0	k__Bacteria (UID203)	5449	104	58	67.24	1.72	100.00	3073726	0	14	14	259731	259731	219551	219551	530651	530651	74.5	0.51	91.12	11	2818	59	44	1	0	0	0
MES_2_D_cluster_DBSCAN_round7_3	root (UID1)	5656	56	24	8.33	0.00	0.00	1137931	0	5	5	245452	245452	227586	227586	454467	454467	75.8	0.43	89.94	11	1114	54	2	0	0	0	0
MES_2_D_cluster_DBSCAN_round8_0	k__Bacteria (UID203)	5449	104	58	31.61	0.00	0.00	854021	0	7	7	486426	486426	122003	122003	486426	486426	40.0	0.34	88.76	11	820	82	22	0	0	0	0
MES_2_D_cluster_DBSCAN_round8_172	k__Bacteria (UID1452)	924	151	101	7.56	0.00	0.00	35438	0	3	3	11220	11220	11812	11812	14005	14005	48.6	0.39	91.74	11	46	115	36	0	0	0	0
MES_2_D_cluster_DBSCAN_round8_5	k__Bacteria (UID203)	5449	104	58	41.38	0.00	0.00	2737419	0	25	25	200309	200309	109496	109496	271226	271226	39.1	0.60	86.76	11	2697	76	28	0	0	0	0
MES_2_D_cluster_DBSCAN_round8_7	k__Bacteria (UID203)	5449	104	58	20.69	0.00	0.00	1235132	0	8	8	143393	143393	154391	154391	227074	227074	76.2	0.73	91.61	11	1092	90	14	0	0	0	0
MES_2_D_cluster_DBSCAN_round9_6	o__Lactobacillales (UID544)	293	475	267	39.27	2.25	25.00	1970468	0	72	72	50873	50873	27367	27367	118087	118087	38.8	1.56	87.80	11	2060	271	192	12	0	0	0
MES_2_E_cluster_DBSCAN_round1_1	c__Alphaproteobacteria (UID3305)	564	349	230	100.00	0.96	0.00	4136383	0	19	19	544276	544276	217704	217704	1689333	1689333	50.7	1.35	86.45	11	3704	0	346	3	0	0	0
MES_2_E_cluster_DBSCAN_round1_10	o__Lactobacillales (UID375)	177	350	163	98.77	0.00	0.00	1800824	0	15	15	443363	443363	120054	120054	570659	570659	36.5	0.96	88.34	11	1712	2	348	0	0	0	0
MES_2_E_cluster_DBSCAN_round1_11	o__Lactobacillales (UID544)	293	475	267	56.25	2.25	0.00	2659669	0	14	14	270246	270246	189976	189976	536640	536640	42.8	0.63	87.21	11	2520	222	248	4	1	0	0
MES_2_E_cluster_DBSCAN_round1_12	o__Actinomycetales (UID1572)	580	286	171	97.81	2.34	20.00	4292348	0	26	26	233562	233562	165090	165090	520580	520580	68.9	0.62	91.46	11	3836	14	267	5	0	0	0
MES_2_E_cluster_DBSCAN_round1_14	f__Enterobacteriaceae (UID5124)	134	1173	336	99.30	0.26	0.00	4687442	0	30	30	227299	227299	156248	156248	488432	488432	55.1	2.46	89.69	11	4358	7	1163	3	0	0	0
MES_2_E_cluster_DBSCAN_round1_18	f__Flavobacteriaceae (UID2817)	81	511	283	99.29	0.35	0.00	2869405	0	31	31	150412	150412	92561	92561	389218	389218	34.5	2.09	89.81	11	2614	2	508	1	0	0	0
MES_2_E_cluster_DBSCAN_round1_19	p__Bacteroidetes (UID2605)	350	316	210	99.37	0.95	0.00	4244745	0	38	38	174893	174893	111703	111703	364896	364896	37.2	1.81	88.92	11	3661	2	312	2	0	0	0
MES_2_E_cluster_DBSCAN_round1_20	p__Actinobacteria (UID1454)	732	206	120	93.06	0.00	0.00	2957554	0	24	24	144019	144019	123231	123231	347679	347679	72.3	0.81	91.20	11	2700	12	194	0	0	0	0
MES_2_E_cluster_DBSCAN_round1_21	o__Actinomycetales (UID1572)	580	287	173	99.42	1.16	0.00	3584612	0	51	51	126874	126874	70286	70286	329707	329707	59.6	1.17	87.80	11	3118	1	284	2	0	0	0
MES_2_E_cluster_DBSCAN_round1_22	c__Bacilli (UID284)	725	279	151	98.34	0.00	0.00	3181306	0	33	33	176153	176153	96403	96403	296177	296177	35.6	1.15	89.23	11	3087	3	276	0	0	0	0
MES_2_E_cluster_DBSCAN_round1_23	f__Moraxellaceae (UID4680)	86	689	365	98.33	1.57	11.11	4385846	0	97	97	89726	89726	45214	45214	252145	252145	37.8	1.49	84.89	11	4087	57	623	9	0	0	0
MES_2_E_cluster_DBSCAN_round1_27	o__Lactobacillales (UID544)	293	473	265	93.77	2.89	100.00	3110568	0	206	206	21094	21094	15099	15099	92186	92186	43.3	1.84	88.86	11	2985	56	406	10	1	0	0
MES_2_E_cluster_DBSCAN_round1_3	c__Alphaproteobacteria (UID3422)	26	529	308	100.00	0.32	0.00	3250745	0	11	11	457520	457520	295522	295522	911800	911800	67.6	0.82	90.64	11	3084	0	528	1	0	0	0
MES_2_E_cluster_DBSCAN_round1_31	c__Bacilli (UID285)	586	325	181	72.13	0.83	0.00	2059197	0	343	343	6334	6334	6003	6003	44472	44472	32.5	1.48	91.32	11	2286	87	236	2	0	0	0
MES_2_E_cluster_DBSCAN_round1_44	k__Bacteria (UID203)	5449	104	58	34.48	0.00	0.00	1172324	0	260	260	4440	4440	4508	4508	14755	14755	66.9	2.31	90.29	11	1308	81	23	0	0	0	0
MES_2_E_cluster_DBSCAN_round1_5	c__Betaproteobacteria (UID3959)	235	419	211	100.00	0.05	0.00	4218276	0	11	11	751644	751644	383479	383479	878426	878426	56.7	0.83	89.69	11	3807	0	417	2	0	0	0
MES_2_E_cluster_DBSCAN_round1_7	o__Actinomycetales (UID1593)	69	400	198	99.75	6.12	71.43	3851848	0	28	28	328993	328993	137566	137566	720364	720364	68.4	1.08	91.99	11	3558	2	386	11	1	0	0
MES_2_E_cluster_DBSCAN_round2_0	p__Bacteroidetes (UID2605)	350	316	210	99.84	72.50	2.54	18049086	0	988	988	53477	53477	18268	18268	2512528	2512528	53.6	15.26	89.31	11	17307	1	209	57	26	15	8
MES_2_E_cluster_DBSCAN_round2_10	k__Bacteria (UID203)	5449	104	58	82.76	0.00	0.00	3974693	0	39	39	207119	207119	101915	101915	401263	401263	57.3	1.07	87.92	11	3717	48	56	0	0	0	0
MES_2_E_cluster_DBSCAN_round2_12	c__Betaproteobacteria (UID3959)	235	419	211	96.16	0.30	0.00	4085407	0	105	105	59368	59368	38908	38908	293583	293583	60.6	1.63	91.04	11	3805	30	387	2	0	0	0
MES_2_E_cluster_DBSCAN_round2_13	o__Actinomycetales (UID1809)	267	400	222	98.42	10.81	25.64	3472369	0	62	62	100030	100030	56005	56005	257500	257500	69.0	2.30	90.12	11	3244	4	357	39	0	0	0
MES_2_E_cluster_DBSCAN_round2_28	p__Bacteroidetes (UID2605)	350	316	210	75.98	0.95	50.00	2589535	0	372	372	7629	7629	6961	6961	39097	39097	42.7	1.45	90.06	11	2582	112	202	2	0	0	0
MES_2_E_cluster_DBSCAN_round2_6	o__Actinomycetales (UID1809)	267	400	222	87.16	0.56	0.00	3066242	0	32	32	160161	160161	95820	95820	491172	491172	67.5	0.62	90.96	11	2839	45	353	2	0	0	0
